ensemblGeneID	GeneSymbol	p1.shared_all_subcomp.1	p2.shared_all_subcomp.2	p3.shared_all_subcomp.3	p4.shared_all_subcomp.4	p5.shared_all_subcomp.5	p6.shared_all_subcomp.6	p7shared_all_subcomp.7	p8.shared_all_subcomp.8	p9.shared_all_subcomp.9	p10.shared_all_subcomp.10	p11.shared_all_subcomp.11	p12.shared_all_subcomp.12	p13.shared_all_subcomp.13	p14.shared_all_subcomp.14	p15.shared_all_subcomp.15	p16.shared_all_subcomp.16	p17.shared_all_subcomp.17	p18.shared_all_subcomp.18	p19.shared_all_subcomp.19	p20.shared_all_subcomp.20
ENSG00000157827	FMNL2	0.7621	0.2753	0.1987	0.4353	1.0612	0.4788	0.2129	0.2119	0.2344	0.2930	0.2975	0.3043	0.2041	0.4053	0.6211	0.8349	0.3190	0.3744	0.5729	0.2144
ENSG00000165323	FAT3	0.7555	0.2321	0.1722	0.7869	0.1972	0.8690	0.4616	0.3546	0.0218	0.1072	0.0974	0.3232	0.0040	0.1062	0.6050	1.0228	0.5826	0.4163	0.1208	0.1112
ENSG00000078018	MAP2	0.7516	0.2682	0.3396	0.4387	0.9483	0.3130	0.4366	0.4629	0.4423	0.2364	0.5058	0.3837	0.6122	0.1672	0.5682	1.1446	0.3404	0.1981	0.8482	0.2603
ENSG00000198586	TLK1	0.7492	0.1016	0.0730	0.2957	0.2875	0.0667	0.4329	0.2054	0.3478	0.3174	0.1387	0.1858	0.1508	0.3109	0.4251	0.5308	0.2788	0.1716	0.0931	0.4835
ENSG00000150625	GPM6A	0.7481	0.1771	0.4802	0.6509	0.7831	0.2887	0.4755	0.1012	0.4112	0.2405	0.2583	0.3552	0.8677	0.4338	0.9090	1.0269	0.3158	0.0399	0.8933	0.1783
ENSG00000138443	ABI2	0.7424	0.2510	0.3670	0.4512	0.3209	0.4133	0.2965	0.2979	0.2279	0.2365	0.3282	0.2023	0.3283	0.3575	0.4956	0.3446	0.3399	0.0404	0.3840	0.2139
ENSG00000149294	NCAM1	0.7387	0.1765	0.1770	0.3356	0.6134	0.5574	0.5353	0.3737	0.4568	0.4101	0.6289	0.1432	0.6034	0.2530	0.5654	0.5831	0.1962	0.1083	0.3502	0.1901
ENSG00000185046	ANKS1B	0.7333	0.2711	0.3544	0.8755	1.4195	0.3725	0.4780	0.3561	0.4519	0.3253	0.7935	0.1952	0.7390	0.4825	0.5892	1.4042	0.4332	0.2445	0.8243	0.1207
ENSG00000164236	ANKRD33B	0.7288	0.1285	0.2585	0.1636	0.1256	0.6210	0.1245	0.0002	0.0027	0.1339	0.0024	0.0827	0.0000	0.1280	0.2512	0.3729	0.5231	0.4227	0.0035	0.0437
ENSG00000105419	MEIS3	0.7270	0.3324	0.0000	0.0000	0.0012	0.4142	0.0501	0.0000	0.0846	0.4523	0.0000	0.0000	0.0000	0.0003	0.2456	0.0000	0.0780	0.0372	0.1015	0.3707
ENSG00000141404	GNAL	0.7262	0.0021	0.0000	0.0000	0.0000	0.0000	1.1400	0.0000	0.1317	0.0022	0.0326	0.0013	0.0002	0.3236	0.0000	0.0000	0.1012	0.2423	0.0000	0.0011
ENSG00000050165	DKK3	0.7244	0.6467	0.3457	0.0256	0.1943	0.3555	0.1474	0.0024	0.1734	0.0828	0.0410	0.5346	0.4038	0.6267	0.1856	0.1717	0.1094	0.1369	0.0360	0.1378
ENSG00000170485	NPAS2	0.7219	0.1915	0.1748	0.5659	0.2080	0.7539	0.2257	0.2043	0.0006	0.4130	0.1816	0.2143	0.1275	0.3091	0.3371	0.1949	0.3446	0.2640	0.1765	0.1564
ENSG00000169760	NLGN1	0.7212	0.2382	0.3152	0.9956	0.8391	0.3934	0.5029	0.5360	0.6259	0.1995	0.5132	0.2259	1.0791	0.0103	0.4365	1.3099	0.4814	0.1209	0.7350	0.1599
ENSG00000166206	GABRB3	0.7201	0.3371	0.1837	0.5351	0.5605	0.3655	0.4444	0.3516	0.1956	0.3778	0.4857	0.1422	0.4809	0.2735	0.8065	0.7749	0.3457	0.1454	0.6412	0.2318
ENSG00000142875	PRKACB	0.7193	0.3833	0.4261	0.5380	0.5788	0.4241	0.1477	0.3311	0.1086	0.0829	0.3477	0.2541	0.4501	0.5478	0.4197	0.6235	0.4387	0.1875	0.7880	0.3037
ENSG00000172995	ARPP21	0.7177	0.2713	0.2763	0.7628	0.8602	0.4986	0.2401	0.3303	0.4471	0.2539	0.3762	0.2918	0.7835	0.5761	0.4065	1.1790	0.4968	0.1512	0.7270	0.1471
ENSG00000118946	PCDH17	0.7177	0.5691	0.0000	0.0000	0.2638	0.1876	0.1346	0.0000	0.4245	0.0026	0.0029	0.0001	0.7946	0.0009	0.8247	0.1114	0.0000	0.0741	0.0004	0.4787
ENSG00000114279	FGF12	0.7176	0.1795	0.3291	0.8454	0.9103	0.5734	0.6110	0.5417	0.4479	0.1288	0.6009	0.2007	0.6609	0.3287	0.5537	1.2282	0.1952	0.2222	0.6456	0.1568
ENSG00000154217	PITPNC1	0.7164	0.0000	0.0893	0.7021	0.0057	0.0000	0.0000	0.0814	0.9188	0.0064	0.0077	0.0052	0.1106	0.0004	0.0000	0.2720	0.0042	0.3521	0.0000	0.0000
ENSG00000170390	DCLK2	0.7103	0.2358	0.0086	0.0060	0.2374	0.3292	0.1236	0.1582	0.0536	0.3776	0.6294	0.0541	0.1347	0.2464	0.7802	0.3110	0.5226	0.2916	0.0998	0.3233
ENSG00000182670	TTC3	0.7087	0.3068	0.3972	0.5283	0.6307	0.3121	0.4352	0.3330	0.2883	0.4310	0.4938	0.2122	0.5379	0.2358	0.6069	0.6097	0.3823	0.1200	0.6805	0.2566
ENSG00000144283	PKP4	0.7063	0.2742	0.1164	0.2986	0.2722	0.4145	0.4870	0.4061	0.3971	0.1929	0.4259	0.1913	0.5327	0.1273	0.3586	0.4991	0.3484	0.1949	0.2768	0.2903
ENSG00000058404	CAMK2B	0.7060	0.3601	0.5061	0.3347	0.2102	0.2226	0.2491	0.2714	0.1131	0.4600	0.2692	0.3902	0.1605	0.5628	0.1961	0.1702	0.1554	0.1549	0.3255	0.0492
ENSG00000166501	PRKCB	0.7050	0.1977	0.3818	0.6393	0.8525	0.2288	0.4833	0.2469	0.4226	0.3174	0.2435	0.3195	0.4533	0.6417	0.4420	1.2457	0.3576	0.2937	0.7402	0.0576
ENSG00000145362	ANK2	0.7048	0.2410	0.3253	0.7325	1.2822	0.4768	0.3834	0.2092	0.1460	0.3487	0.6149	0.3081	0.7291	0.2962	0.3465	1.3318	0.3343	0.3166	0.8374	0.2348
ENSG00000007237	GAS7	0.7028	0.3133	0.5889	0.3598	0.3694	0.3051	0.1217	0.0252	0.3877	0.3418	0.2697	0.0100	0.4094	0.3134	0.2853	0.0671	0.4274	0.1621	0.2859	0.0498
ENSG00000033122	LRRC7	0.7008	0.2426	0.2450	0.8673	0.8706	0.4879	0.5820	0.3577	0.4657	0.2272	0.4309	0.0894	0.8719	0.5193	0.8523	1.1032	0.3887	0.1042	0.6542	0.1966
ENSG00000176658	MYO1D	0.6989	0.0519	0.0250	0.6899	0.3291	0.1129	0.4605	0.1078	0.2028	0.3547	0.1462	0.1966	0.0045	0.1733	0.7557	0.4136	0.0358	0.5441	0.0244	0.3472
ENSG00000128656	CHN1	0.6960	0.3533	0.5941	0.5875	0.6767	0.2217	0.2992	0.1746	0.3179	0.1657	0.3299	0.5673	0.6610	0.6628	0.5098	0.9786	0.5312	0.1395	0.8922	0.1096
ENSG00000169933	FRMPD4	0.6944	0.1776	0.3094	0.7492	1.1551	0.5310	0.5505	0.2493	0.6547	0.1968	0.3657	0.2485	0.7678	0.4119	0.5004	0.8152	0.5004	0.2378	0.5190	0.0900
ENSG00000077264	PAK3	0.6942	0.3801	0.1882	0.3726	0.5639	0.3761	0.3697	0.2904	0.1831	0.3915	0.3334	0.2958	0.6131	0.2888	0.1518	0.7914	0.4579	0.2502	0.6195	0.3286
ENSG00000132485	ZRANB2	0.6922	0.3332	0.1054	0.4811	0.1234	0.2025	0.1810	0.4470	0.2877	0.3987	0.3073	0.4265	0.4408	0.5215	0.4486	0.0977	0.4253	0.1758	0.9271	0.2864
ENSG00000100503	NIN	0.6919	0.2014	0.1015	0.2894	0.4713	0.1968	0.3061	0.3455	0.2447	0.3786	0.1787	0.1411	0.3006	0.3099	0.5330	0.5495	0.3967	0.1355	0.2743	0.4677
ENSG00000162670	BRINP3	0.6907	0.1873	0.3920	1.1462	0.0950	0.5538	0.0770	0.3941	0.0310	0.0222	0.3014	0.1834	0.2369	0.1164	0.4535	0.6759	0.2219	0.2759	0.5328	0.1857
ENSG00000165023	DIRAS2	0.6901	0.4704	0.7025	0.0001	0.2588	0.5272	0.0216	0.0001	0.1559	0.0028	0.0114	0.2318	0.9345	0.0991	0.0689	0.1542	0.0317	0.4062	0.0092	0.0175
ENSG00000164742	ADCY1	0.6892	0.2465	0.4020	0.1967	0.1548	0.2660	0.2771	0.1357	0.4274	0.3979	0.1438	0.1844	0.1907	0.2840	0.3226	0.3673	0.4734	0.3084	0.1030	0.1875
ENSG00000150995	ITPR1	0.6890	0.2758	0.2328	0.1913	0.3887	0.4220	0.0973	0.1323	0.1940	0.2806	0.3532	0.3183	0.0000	0.6616	0.5581	0.7622	0.5097	0.3624	0.6451	0.0815
ENSG00000064042	LIMCH1	0.6863	0.1000	0.2036	0.7395	0.3975	0.4668	0.6076	0.0713	0.3143	0.2326	0.3797	0.1283	0.4093	0.1476	1.0353	0.4936	0.3361	0.1382	0.4005	0.3523
ENSG00000171617	ENC1	0.6855	0.6634	0.3006	0.0000	0.1034	0.2483	0.4994	0.0002	0.0057	0.0063	0.1009	0.3806	0.0786	0.5799	0.9005	0.6232	0.8284	0.0843	0.1211	0.2926
ENSG00000109670	FBXW7	0.6852	0.3995	0.2832	0.6343	0.7473	0.3537	0.2527	0.2820	0.0527	0.2123	0.2584	0.3195	0.6326	0.4399	0.3966	0.9259	0.5264	0.3241	0.7371	0.1797
ENSG00000112137	PHACTR1	0.6820	0.2121	0.3751	0.7185	1.2385	0.8068	0.4913	0.0335	0.6086	0.3320	0.7437	0.2427	0.6278	0.4900	0.4941	1.4317	0.5247	0.1470	0.5043	0.1107
ENSG00000102908	NFAT5	0.6818	0.2175	0.2075	0.3763	0.5603	0.2679	0.3748	0.4661	0.2856	0.3037	0.3954	0.1818	0.3686	0.5133	0.6269	0.4290	0.3041	0.2208	0.3014	0.0461
ENSG00000102471	NDFIP2	0.6812	0.1982	0.4722	0.2824	0.2931	0.1793	0.1585	0.0620	0.2890	0.0244	0.3632	0.2586	0.3190	0.3370	0.3478	0.5419	0.1639	0.2443	0.4863	0.4691
ENSG00000141668	CBLN2	0.6804	0.0032	0.0000	0.0000	0.0047	0.0000	1.7447	0.0000	0.0000	0.0000	0.0036	0.0010	0.0000	0.1067	1.1628	0.9925	0.0019	0.0001	0.0000	0.3404
ENSG00000106617	PRKAG2	0.6797	0.3368	0.0375	0.1073	0.5100	0.5882	0.4558	0.1655	0.3802	0.4991	0.0461	0.1443	0.2033	0.1048	0.3448	0.5118	0.1442	0.2448	0.1591	0.3144
ENSG00000104290	FZD3	0.6797	0.2744	0.4420	0.5045	0.3500	0.2018	0.2267	0.0985	0.0405	0.0541	0.3135	0.1983	0.3387	0.1983	0.2386	0.3116	0.2347	0.4240	0.6187	0.3375
ENSG00000175048	ZDHHC14	0.6795	0.1733	0.0377	0.1143	0.4475	0.6789	0.2322	0.0872	0.2353	0.3487	0.0679	0.0698	0.0135	0.1097	0.3401	0.2698	0.7819	0.3399	0.3648	0.0946
ENSG00000155849	ELMO1	0.6782	0.3060	0.2688	0.3263	0.4399	0.2382	0.0529	0.0001	0.0284	0.1380	0.0015	0.2834	0.0000	0.1196	0.3042	0.7937	0.7979	0.6169	0.4849	0.2042
ENSG00000139915	MDGA2	0.6778	0.2718	0.2780	0.7653	1.3408	0.5613	0.3933	0.3743	0.8294	0.1887	0.4568	0.2430	0.9844	0.5008	0.4329	1.2016	0.3936	0.1310	0.5445	0.0573
ENSG00000174473	GALNTL6	0.6777	0.0005	0.0000	0.1879	0.0055	0.3992	1.2255	0.0000	0.0002	0.0291	0.0114	0.0000	0.0001	0.0033	1.1312	0.1382	0.7681	0.0000	0.1827	0.3991
ENSG00000150627	WDR17	0.6764	0.2022	0.0451	0.2509	0.3719	0.3370	0.3253	0.3604	0.3385	0.1348	0.2415	0.1634	0.3868	0.1869	0.5249	0.4671	0.4812	0.1774	0.5042	0.4885
ENSG00000127329	PTPRB	0.6755	0.0644	0.0124	0.0803	0.0575	0.4196	0.1763	0.1551	0.1828	0.2756	0.0269	0.0336	0.4030	0.3938	0.0884	0.0048	0.0179	0.1279	0.0101	0.3587
ENSG00000139083	ETV6	0.6753	0.2207	0.0705	0.0087	0.0375	0.1626	0.0546	0.2773	0.0402	0.1747	0.0785	0.1461	0.1086	0.1159	0.1397	0.2352	0.5796	0.3593	0.0101	0.0330
ENSG00000169851	PCDH7	0.6748	0.2718	0.5163	0.0196	1.3167	0.4022	0.5948	0.5692	0.5022	0.0406	0.7661	0.2369	0.5379	0.7622	0.3397	0.9688	0.4412	0.3176	0.4344	0.0131
ENSG00000156639	ZFAND3	0.6740	0.2180	0.0703	0.4347	0.6032	0.4473	0.4393	0.3747	0.3490	0.3002	0.6013	0.1443	0.3209	0.3075	0.4272	0.5433	0.2710	0.2611	0.2079	0.2374
ENSG00000085511	MAP3K4	0.6717	0.1918	0.0704	0.2323	0.0615	0.3486	0.2297	0.2643	0.2777	0.1435	0.0778	0.0599	0.1943	0.1385	0.2085	0.0392	0.2365	0.2418	0.1599	0.2966
ENSG00000156011	PSD3	0.6716	0.2495	0.4033	0.2865	0.2351	0.3198	0.6387	0.4496	0.1999	0.1771	0.1596	0.1547	0.6396	0.2261	0.2560	0.7280	0.3879	0.1252	0.5981	0.2411
ENSG00000145242	EPHA5	0.6715	0.0117	0.3703	0.0157	0.5996	0.5077	0.0355	0.5825	0.6098	0.0804	0.0157	0.1558	0.6142	0.4486	0.1087	0.2572	0.4963	0.3281	0.3457	0.1870
ENSG00000204681	GABBR1	0.6713	0.3875	0.4738	0.2899	0.0471	0.3099	0.0737	0.1160	0.0350	0.3084	0.0176	0.0725	0.2604	0.2224	0.0743	0.0449	0.1730	0.2609	0.3412	0.1199
ENSG00000139793	MBNL2	0.6707	0.3030	0.4038	0.5003	0.7368	0.2280	0.6155	0.3215	0.2066	0.1093	0.6671	0.2130	0.2159	0.3604	0.0046	0.4811	0.2826	0.2295	0.7090	0.2528
ENSG00000135426	TESPA1	0.6693	0.0010	0.0033	0.0000	0.0000	0.0000	0.6538	0.0000	0.0000	0.0000	0.0017	0.4257	0.0000	0.1572	0.5645	0.7703	1.1788	0.0050	0.0015	0.1481
ENSG00000082293	COL19A1	0.6670	0.0049	0.0908	0.4210	0.0558	0.0058	0.0005	0.3598	0.0000	0.0751	0.0017	0.0287	0.0030	0.0053	0.9350	0.0133	0.0000	0.1868	0.0007	0.5005
ENSG00000122870	BICC1	0.6666	0.0547	0.0028	0.0000	0.0037	0.0585	0.3986	0.0000	0.0499	0.0240	0.0001	0.0147	0.0000	0.0073	0.4364	0.0011	0.7836	0.7943	0.0126	0.1299
ENSG00000107295	SH3GL2	0.6666	0.2948	0.3920	0.6740	0.7064	0.4349	0.1497	0.1986	0.5537	0.1982	0.5151	0.1868	0.4679	0.4446	0.6281	0.3947	0.4847	0.1813	0.4383	0.2279
ENSG00000114062	UBE3A	0.6651	0.4246	0.1898	0.5740	0.1575	0.3050	0.2138	0.6463	0.3373	0.6538	0.3148	0.3480	0.4485	0.8238	0.5268	0.1330	0.5402	0.4184	1.1174	0.1795
ENSG00000067715	SYT1	0.6650	0.2218	0.5825	0.8343	1.6858	0.5116	0.4407	0.2366	0.6089	0.1966	0.7819	0.2681	0.9031	0.3525	0.9896	1.6170	0.2874	0.0364	0.7689	0.0909
ENSG00000133958	UNC79	0.6641	0.2428	0.1782	0.6000	0.7249	0.5029	0.3366	0.4208	0.4177	0.3294	0.6157	0.2159	0.4553	0.3616	0.4736	0.7298	0.4171	0.1938	0.4712	0.1979
ENSG00000065882	TBC1D1	0.6634	0.0238	0.0044	0.0000	0.0567	0.3342	0.2900	0.0012	0.0908	0.2431	0.1935	0.1962	0.5002	0.0102	0.3290	0.0805	0.2359	0.4329	0.0003	0.2176
ENSG00000100592	DAAM1	0.6634	0.2685	0.1400	0.2716	0.2983	0.2441	0.1629	0.3068	0.0130	0.3858	0.2521	0.2722	0.3144	0.4200	0.1913	0.4179	0.3112	0.2992	0.3434	0.4572
ENSG00000119042	SATB2	0.6590	0.2221	0.2402	0.4471	0.5701	0.3849	0.3286	0.4999	0.0649	0.1950	0.3863	0.1405	0.3546	0.4017	0.6392	0.6853	0.2375	0.0952	0.6193	0.3257
ENSG00000156564	LRFN2	0.6577	0.1479	0.0229	0.0878	0.2285	0.5926	0.4745	0.0218	0.1691	0.5332	0.1224	0.1753	0.0007	0.4337	0.5023	0.0275	0.2225	0.4302	0.2358	0.0951
ENSG00000168807	SNTB2	0.6577	0.1245	0.0777	0.1922	0.3783	0.0751	0.3289	0.0202	0.1077	0.3081	0.3779	0.0422	0.0001	0.4108	0.7784	0.1713	0.2548	0.5155	0.0400	0.2077
ENSG00000102290	PCDH11X	0.6576	0.0020	0.4452	0.4357	0.2233	0.0929	0.0000	0.2346	1.2195	0.0597	0.0003	0.0156	0.3886	0.3646	0.0000	0.0002	0.3043	0.0426	0.9907	0.0000
ENSG00000119125	GDA	0.6528	0.7501	0.0777	0.0015	0.0216	0.5163	0.1954	0.0016	0.2464	0.0506	0.0006	0.0428	0.3094	0.0008	0.0095	0.5038	0.5608	0.1299	0.1732	0.2812
ENSG00000076356	PLXNA2	0.6505	0.1929	0.1837	0.0001	0.4909	0.6623	0.3752	0.0000	0.0999	0.2388	0.0225	0.0303	0.0043	0.0404	0.4928	0.0927	0.2781	0.5479	0.1091	0.0150
ENSG00000113448	PDE4D	0.6488	0.2725	0.3406	0.4136	1.5509	0.7529	0.7436	0.1806	0.5511	0.1912	0.6459	0.1890	0.6408	0.1570	0.7290	1.6188	0.5468	0.1522	0.7034	0.1882
ENSG00000168675	LDLRAD4	0.6465	0.2215	0.2217	0.8614	0.2658	0.7969	0.4893	0.2604	0.1048	0.1638	0.0649	0.1056	0.2946	0.0686	0.0906	0.8003	0.7456	0.2459	0.0383	0.0623
ENSG00000152818	UTRN	0.6461	0.0109	0.0283	0.5511	0.0014	0.5685	0.0000	0.0000	0.0233	0.0897	0.0000	0.3755	0.1379	0.0004	0.0013	0.0694	0.2609	0.1581	0.0003	0.0133
ENSG00000145819	ARHGAP26	0.6453	0.1592	0.3463	0.6440	0.8012	0.2119	0.1679	0.3429	0.4011	0.2745	0.6126	0.2903	0.2552	0.4594	0.3129	1.0272	0.4992	0.4583	0.2578	0.2293
ENSG00000007001	UPP2	0.6436	0.1323	0.0003	0.0012	0.0006	0.2601	0.2982	0.0000	0.0049	0.3516	0.0062	0.0003	0.0166	0.0415	0.0395	0.0001	0.0975	0.0164	0.0138	0.5087
ENSG00000144339	TMEFF2	0.6434	0.2223	0.0016	0.0021	0.7878	0.9162	0.0238	0.0003	0.6208	0.0386	0.0000	0.0066	0.5844	0.0003	0.1859	1.0248	0.0017	0.1537	0.0004	0.8021
ENSG00000076864	RAP1GAP	0.6429	0.3011	0.0388	0.2778	0.1472	0.5156	0.2255	0.0273	0.2374	0.4451	0.0401	0.0412	0.4308	0.2704	0.2898	0.0669	0.0157	0.0711	0.1341	0.3509
ENSG00000138814	PPP3CA	0.6425	0.5208	0.2081	0.8666	0.9618	0.3414	0.5703	0.2238	0.3666	0.0888	0.2375	0.0790	0.4662	0.5756	0.8978	0.8748	0.5325	0.2657	0.7231	0.0453
ENSG00000113269	RNF130	0.6421	0.1389	0.0459	0.3066	0.3508	0.2659	0.3639	0.2248	0.2336	0.6231	0.1867	0.0481	0.4316	0.0228	0.2121	0.1385	0.1704	0.2379	0.1710	0.3313
ENSG00000175866	BAIAP2	0.6417	0.4819	0.1316	0.0000	0.0488	0.0266	0.3902	0.0007	0.1652	0.4240	0.1170	0.1687	0.2052	0.2206	0.2700	0.1012	0.1877	0.1786	0.0434	0.1435
ENSG00000185760	KCNQ5	0.6406	0.4212	0.1806	0.5595	1.2540	0.8335	0.6285	0.2343	0.1942	0.2808	0.3316	0.2366	0.0008	0.4329	0.8733	1.5244	0.4966	0.3096	0.8395	0.0786
ENSG00000176406	RIMS2	0.6397	0.1801	0.2684	0.9060	1.3886	0.3612	0.4233	0.3135	0.5942	0.2719	0.8976	0.2839	0.6098	0.4741	0.3728	1.2483	0.2763	0.1236	0.7535	0.2133
ENSG00000145715	RASA1	0.6396	0.2391	0.2205	0.4266	0.3205	0.4442	0.2471	0.3424	0.2093	0.0923	0.2601	0.1460	0.5239	0.5790	0.5141	0.3366	0.2959	0.2561	0.5897	0.2912
ENSG00000163618	CADPS	0.6368	0.1842	0.2326	0.5224	0.9611	0.1710	0.2877	0.4586	0.6617	0.3786	0.5640	0.2919	0.7878	0.5326	0.6971	1.0127	0.1068	0.1580	0.4239	0.4110
ENSG00000110427	KIAA1549L	0.6342	0.1742	0.3689	0.4206	0.5249	0.5409	0.4199	0.2011	0.4489	0.2945	0.5031	0.2018	0.3591	0.3182	0.6906	0.4541	0.4633	0.1235	0.5456	0.1423
ENSG00000150961	SEC24D	0.6324	0.3822	0.0000	0.0000	0.0916	0.5208	0.0008	0.0000	0.2282	0.0724	0.0000	0.0000	0.0002	0.0000	0.0891	0.1601	0.0086	0.5830	0.0043	0.5825
ENSG00000115252	PDE1A	0.6305	0.5022	0.0034	0.0001	1.4598	0.7954	0.7927	0.0009	0.9129	0.1976	0.0191	0.0084	0.0132	0.0226	0.1975	0.7631	0.0704	0.3637	0.9563	0.3636
ENSG00000171723	GPHN	0.6302	0.2221	0.2950	0.7967	0.8328	0.3591	0.3307	0.4279	0.4806	0.3378	0.8451	0.1678	0.5282	0.3482	0.5592	0.7838	0.3506	0.0949	0.7603	0.2178
ENSG00000156642	NPTN	0.6296	0.2896	0.5566	0.4019	0.4522	0.2572	0.2688	0.1651	0.0190	0.1212	0.1651	0.2539	0.3978	0.5444	0.4726	0.4514	0.3209	0.2480	0.6756	0.2049
ENSG00000075223	SEMA3C	0.6294	0.0000	0.0000	0.0000	0.0000	0.0000	0.6503	0.0000	0.0000	0.0000	0.0089	0.0002	0.1168	0.0000	0.0000	0.0005	0.0024	0.0000	0.0000	0.0019
ENSG00000168702	LRP1B	0.6291	0.4600	0.3997	0.3632	1.9441	0.5120	0.2934	0.7620	0.7018	0.2729	0.4005	0.0883	1.1388	0.0057	0.9691	1.6473	0.0306	0.2699	0.4568	0.2948
ENSG00000184613	NELL2	0.6260	0.1323	0.3747	0.6788	1.0015	0.4559	0.3300	0.2143	0.4553	0.2518	0.4502	0.2408	0.5629	0.4383	0.6561	0.7568	0.3094	0.1728	0.7392	0.2889
ENSG00000105426	PTPRS	0.6257	0.1017	0.1027	0.3548	0.0557	0.2235	0.1502	0.2768	0.0021	0.6780	0.3464	0.3789	0.0851	0.4279	0.3030	0.1694	0.0892	0.0843	0.0292	0.0793
ENSG00000090863	GLG1	0.6257	0.2437	0.3249	0.2886	0.3834	0.3539	0.0220	0.2527	0.0856	0.4959	0.4242	0.2073	0.2342	0.2011	0.1255	0.2813	0.2778	0.3325	0.1850	0.1058
ENSG00000166949	SMAD3	0.6256	0.0006	0.0000	0.0000	0.0064	0.0003	0.7182	0.0000	0.0000	0.2115	0.0024	0.0027	0.0000	0.0992	0.1545	0.2048	0.3245	0.1071	0.0000	0.4643
ENSG00000139631	CSAD	0.6231	0.3039	0.0097	0.1050	0.0295	0.4684	0.1367	0.1914	0.1171	0.3272	0.0267	0.0824	0.0864	0.2656	0.0478	0.0034	0.2500	0.2061	0.3201	0.4347
ENSG00000018236	CNTN1	0.6206	0.2388	0.3208	0.7117	0.9734	0.4494	0.5828	0.3143	0.4717	0.1947	0.5415	0.2331	0.6095	0.4426	0.6012	0.9341	0.2543	0.1651	0.6237	0.2351
ENSG00000120899	PTK2B	0.6194	0.0548	0.3441	0.6766	0.0096	0.0061	0.5148	0.0558	0.0002	0.1903	0.0122	0.2092	0.0000	0.2668	0.2967	0.3222	0.4569	0.3374	0.0486	0.1918
ENSG00000134909	ARHGAP32	0.6194	0.1735	0.3322	0.5407	0.5428	0.4058	0.3337	0.3949	0.4589	0.3151	0.5271	0.1732	0.4049	0.4197	0.6057	0.6424	0.5140	0.1158	0.5118	0.1765
ENSG00000165973	NELL1	0.6193	0.2285	0.0228	0.0000	0.0525	0.1613	0.3951	0.0171	0.2463	0.2280	0.8561	0.2230	0.6427	0.0452	1.4132	0.0442	0.2645	0.6945	0.5771	0.0814
ENSG00000052126	PLEKHA5	0.6172	0.1849	0.1431	0.5129	0.8107	0.1710	0.4836	0.4299	0.4836	0.2494	0.3206	0.3109	0.4659	0.4858	0.5397	0.8222	0.4867	0.2470	0.5633	0.1511
ENSG00000182667	NTM	0.6172	0.0224	0.3455	0.5713	0.0233	0.0305	0.7208	1.0050	0.0002	0.1857	0.8237	0.3992	0.4996	0.1234	1.1165	0.7841	0.3360	0.0059	0.2220	0.1134
ENSG00000140937	CDH11	0.6171	0.2170	0.0001	0.0000	0.4627	0.2008	0.4730	0.0005	0.4928	0.1519	0.0183	0.0053	0.8603	0.1571	0.2836	0.1316	0.0021	0.3150	0.0030	0.1398
ENSG00000163637	PRICKLE2	0.6166	0.1665	0.1606	0.5326	0.3422	0.3494	0.1291	0.1708	0.2459	0.4493	0.2196	0.1325	0.3522	0.1566	0.3177	0.5185	0.0627	0.2537	0.1313	0.4608
ENSG00000009694	TENM1	0.6161	0.0887	0.0013	0.5351	0.0128	0.1889	0.0000	0.4141	1.3762	0.0067	0.0000	0.0020	0.4162	0.0000	0.0000	0.3375	0.0035	0.0272	0.0003	0.2517
ENSG00000124788	ATXN1	0.6157	0.2317	0.3055	0.7744	0.8296	0.5402	0.2341	0.2849	0.3060	0.2649	0.3239	0.1944	0.5407	0.3695	0.4766	0.8361	0.4386	0.2846	0.5388	0.0661
ENSG00000108684	ASIC2	0.6156	0.0635	0.1403	0.0847	0.8852	0.0818	0.4522	0.2848	0.9192	0.3652	1.1344	0.1406	0.9650	0.4428	0.0292	1.5805	0.7432	0.2423	0.5085	0.1520
ENSG00000136237	RAPGEF5	0.6156	0.2855	0.3562	0.5692	0.3529	0.6178	0.3865	0.3333	0.1556	0.2014	0.4170	0.1644	0.3492	0.2695	0.3297	1.0036	0.6733	0.2746	0.4019	0.1846
ENSG00000084676	NCOA1	0.6154	0.3110	0.2205	0.5028	0.6492	0.4520	0.5403	0.5094	0.3527	0.2873	0.5430	0.1599	0.3908	0.1708	0.4187	0.4219	0.1116	0.1605	0.2526	0.2702
ENSG00000026652	AGPAT4	0.6145	0.1865	0.0593	0.0132	0.2707	0.4669	0.3084	0.0027	0.2573	0.4598	0.1380	0.0806	0.2004	0.1992	0.3082	0.0729	0.2602	0.2047	0.1845	0.2441
ENSG00000157542	KCNJ6	0.6137	0.4739	0.1393	0.6080	0.1557	0.4614	0.3856	0.3033	0.0852	0.2898	0.1101	0.1348	0.4370	0.0587	0.0200	0.3510	0.6315	0.2344	0.0540	0.0537
ENSG00000155313	USP25	0.6134	0.2480	0.0687	0.3050	0.1937	0.3620	0.3078	0.2915	0.2806	0.1681	0.2366	0.0486	0.2644	0.3060	0.1571	0.4087	0.7397	0.1999	0.1425	0.4014
