ensemblGeneID	GeneSymbol	p1.shared_all_subcomp.1	p2.shared_all_subcomp.2	p3.shared_all_subcomp.3	p4.shared_all_subcomp.4	p5.shared_all_subcomp.5	p6.shared_all_subcomp.6	p7shared_all_subcomp.7	p8.shared_all_subcomp.8	p9.shared_all_subcomp.9	p10.shared_all_subcomp.10	p11.shared_all_subcomp.11	p12.shared_all_subcomp.12	p13.shared_all_subcomp.13	p14.shared_all_subcomp.14	p15.shared_all_subcomp.15	p16.shared_all_subcomp.16	p17.shared_all_subcomp.17	p18.shared_all_subcomp.18	p19.shared_all_subcomp.19	p20.shared_all_subcomp.20
ENSG00000105327	BBC3	0.0250	0.0564	0.0090	0.0000	0.0121	0.0011	0.0011	0.0000	0.0299	0.0735	0.0000	0.0000	0.0120	0.0000	0.0008	0.0184	0.0141	0.0057	0.0044	0.0002
ENSG00000151773	CCDC122	0.0250	0.0003	0.0081	0.0056	0.0046	0.0014	0.1655	0.2791	0.0002	0.0503	0.0146	0.0108	0.0000	0.0384	0.0027	0.1077	0.1470	0.0715	0.0236	0.1499
ENSG00000167291	TBC1D16	0.0250	0.0002	0.0969	0.0392	0.0003	0.0001	0.0024	0.0695	0.1001	0.2194	0.0558	0.0044	0.0299	0.0706	0.0000	0.0001	0.0451	0.0960	0.0285	0.0000
ENSG00000163798	SLC4A1AP	0.0250	0.1144	0.1908	0.0098	0.0701	0.0751	0.1213	0.1371	0.1182	0.1831	0.0383	0.2182	0.0579	0.0607	0.1146	0.0561	0.1225	0.2480	0.0519	0.2639
ENSG00000205126	ACCSL	0.0250	0.0038	0.0085	0.0005	0.0020	0.0049	0.0113	0.0261	0.0052	0.1114	0.0210	0.0125	0.0008	0.0044	0.0006	0.0027	0.0156	0.0263	0.0096	0.0000
ENSG00000078401	EDN1	0.0250	0.0204	0.0001	0.0016	0.0000	0.0297	0.0041	0.0215	0.0195	0.0590	0.0000	0.0143	0.0484	0.0000	0.0000	0.0094	0.0079	0.1252	0.0000	0.0823
ENSG00000115275	MOGS	0.0250	0.0315	0.0594	0.0067	0.0605	0.0229	0.1076	0.0451	0.0653	0.0955	0.0194	0.0319	0.0290	0.0652	0.0141	0.0697	0.0441	0.0867	0.0068	0.0867
ENSG00000130758	MAP3K10	0.0250	0.0130	0.0677	0.0632	0.1097	0.0338	0.0582	0.0444	0.1451	0.3793	0.1269	0.0035	0.0062	0.0066	0.0057	0.0427	0.0288	0.1632	0.0084	0.0002
ENSG00000185909	KLHDC8B	0.0250	0.0079	0.0265	0.0000	0.0000	0.0028	0.0701	0.0012	0.0000	0.0445	0.0001	0.0028	0.0037	0.0315	0.0047	0.0049	0.0744	0.0000	0.0144	0.0932
ENSG00000150990	DHX37	0.0250	0.0278	0.0329	0.0090	0.0002	0.0014	0.0317	0.0127	0.0086	0.1535	0.0014	0.0209	0.0003	0.0176	0.0002	0.0000	0.0313	0.0558	0.0048	0.0050
ENSG00000124104	SNX21	0.0250	0.0787	0.0880	0.0216	0.0000	0.0007	0.0456	0.0338	0.0166	0.1273	0.0010	0.0683	0.0207	0.0085	0.0002	0.0001	0.0584	0.0874	0.0187	0.0254
ENSG00000107736	CDH23	0.0249	0.0003	0.0105	0.0136	0.0000	0.0000	0.0004	0.0115	0.0018	0.1308	0.0003	0.0028	0.0006	0.0122	0.0000	0.0000	0.0248	0.0110	0.0114	0.0000
ENSG00000105197	TIMM50	0.0249	0.1986	0.1240	0.0119	0.0003	0.0091	0.0195	0.0738	0.0445	0.0842	0.0031	0.3362	0.0457	0.0348	0.0003	0.0004	0.1088	0.0664	0.0190	0.2609
ENSG00000138617	PARP16	0.0249	0.0604	0.0305	0.0353	0.0323	0.0261	0.0734	0.1308	0.0882	0.3049	0.0682	0.0392	0.0278	0.0296	0.0281	0.0226	0.0627	0.1612	0.0246	0.0309
ENSG00000133275	CSNK1G2	0.0249	0.0398	0.1368	0.0144	0.0225	0.0404	0.0472	0.0202	0.1080	0.3376	0.0354	0.0608	0.0251	0.0543	0.0049	0.0357	0.0590	0.0908	0.0129	0.0016
ENSG00000065457	ADAT1	0.0249	0.0478	0.0643	0.0318	0.0000	0.0005	0.0012	0.0397	0.0113	0.3703	0.0007	0.0641	0.0275	0.1767	0.0008	0.0000	0.1362	0.1810	0.1695	0.0295
ENSG00000034713	GABARAPL2	0.0249	0.4637	0.5489	0.1633	0.0852	0.0300	0.0158	0.0150	0.0030	0.0000	0.0515	1.0310	0.1057	0.3969	0.0890	0.0865	0.0254	0.0003	0.3552	0.3804
ENSG00000206535	LNP1	0.0249	0.0416	0.1055	0.0135	0.0016	0.0370	0.0158	0.0697	0.0323	0.0639	0.0566	0.1139	0.0478	0.0286	0.0093	0.0004	0.0170	0.0804	0.0314	0.0053
ENSG00000149636	DSN1	0.0249	0.0666	0.0430	0.0005	0.0244	0.0008	0.0306	0.0116	0.0090	0.0952	0.0093	0.0350	0.0008	0.0213	0.0105	0.0316	0.0757	0.0398	0.0092	0.0973
ENSG00000149571	KIRREL3	0.0248	0.0143	0.0021	0.0084	0.0002	1.2580	1.3416	0.0270	0.0000	0.0206	0.0058	0.0003	0.0000	0.0001	0.5949	0.3113	1.2599	0.0130	0.3085	0.0247
ENSG00000186350	RXRA	0.0248	0.0691	0.0262	0.0000	0.0002	0.0001	0.0160	0.0002	0.0072	0.1268	0.0002	0.0180	0.0270	0.0001	0.0001	0.0961	0.0422	0.2552	0.0000	0.0017
ENSG00000153443	UBALD1	0.0248	0.0800	0.1490	0.0000	0.0418	0.0001	0.0045	0.0000	0.0001	0.0802	0.0039	0.0273	0.0001	0.0099	0.0050	0.0362	0.0250	0.0004	0.0004	0.0000
ENSG00000136270	TBRG4	0.0248	0.1331	0.1098	0.0016	0.0125	0.0003	0.0228	0.0574	0.0299	0.0480	0.0054	0.0860	0.0270	0.0358	0.0320	0.0184	0.0544	0.0389	0.0083	0.0524
ENSG00000101940	WDR13	0.0248	0.1243	0.0968	0.0005	0.0021	0.0202	0.0110	0.0235	0.0441	0.2095	0.0006	0.0335	0.0184	0.1003	0.0203	0.0007	0.1505	0.1138	0.0291	0.1172
ENSG00000260314	MRC1	0.0248	0.0005	0.0013	0.0044	0.0000	0.0002	0.0000	0.0029	0.0001	0.0757	0.0001	0.0147	0.0026	0.0035	0.0000	0.0000	0.0051	0.0018	0.0176	0.0000
ENSG00000170909	OSCAR	0.0248	0.0024	0.0000	0.0000	0.0000	0.0000	0.0136	0.0002	0.0219	0.0002	0.0001	0.0288	0.0000	0.0008	0.0000	0.0132	0.0008	0.1221	0.0000	0.0000
ENSG00000140854	KATNB1	0.0248	0.1227	0.1542	0.0009	0.0511	0.0922	0.1255	0.0457	0.0548	0.1521	0.0083	0.0660	0.0374	0.0783	0.0031	0.0186	0.0613	0.1394	0.0413	0.1418
ENSG00000168481	LGI3	0.0247	0.0490	0.4240	0.0109	0.0008	0.0005	0.0563	0.0962	0.0152	0.0670	0.0426	0.1086	0.0158	0.0427	0.0007	0.1280	0.0979	0.2151	0.0003	0.0024
ENSG00000204316	MRPL38	0.0247	0.1891	0.1212	0.0062	0.0221	0.0169	0.0778	0.0814	0.0565	0.1029	0.0862	0.3020	0.0151	0.1052	0.0060	0.0071	0.0882	0.0148	0.0280	0.1339
ENSG00000169814	BTD	0.0247	0.1279	0.0138	0.0343	0.0043	0.0426	0.0081	0.0275	0.0655	0.0849	0.0052	0.0694	0.0144	0.0712	0.0152	0.0006	0.0718	0.0506	0.0304	0.0986
ENSG00000101187	SLCO4A1	0.0247	0.0108	0.0750	0.0014	0.0110	0.0084	0.0502	0.0689	0.0179	0.0200	0.0076	0.0111	0.0033	0.0411	0.0000	0.0603	0.0334	0.1721	0.0019	0.0001
ENSG00000206418	RAB12	0.0246	0.0279	0.1209	0.0669	0.1214	0.0482	0.1934	0.1207	0.1857	0.2881	0.2417	0.0221	0.0040	0.1885	0.2469	0.1059	0.0950	0.3802	0.0376	0.1196
ENSG00000135124	P2RX4	0.0246	0.0918	0.0063	0.0029	0.0002	0.0575	0.0760	0.0095	0.0166	0.2746	0.0006	0.0397	0.0000	0.1145	0.0130	0.0000	0.1085	0.0679	0.0531	0.0778
ENSG00000141933	TPGS1	0.0246	0.0565	0.1437	0.0002	0.0104	0.0005	0.0035	0.0006	0.0014	0.0788	0.0061	0.0899	0.0001	0.0042	0.0027	0.0061	0.0034	0.0084	0.0000	0.0017
ENSG00000103496	STX4	0.0246	0.1072	0.0425	0.0009	0.0109	0.0182	0.0166	0.0033	0.0201	0.0684	0.0030	0.1056	0.0023	0.0178	0.0013	0.0178	0.0201	0.0634	0.0003	0.1331
ENSG00000166526	ZNF3	0.0246	0.0494	0.0430	0.0008	0.0035	0.0198	0.0304	0.0172	0.0342	0.1762	0.0134	0.0549	0.0103	0.0495	0.0015	0.0201	0.0406	0.0789	0.0018	0.0195
ENSG00000101247	NDUFAF5	0.0246	0.0784	0.2326	0.0432	0.0356	0.1126	0.1635	0.2345	0.2333	0.1853	0.1429	0.1556	0.0039	0.0195	0.0257	0.0733	0.0759	0.0875	0.0063	0.3009
ENSG00000142949	PTPRF	0.0246	0.1588	0.1964	0.0951	0.0027	0.1677	0.2468	0.0048	0.0130	0.3770	0.0131	0.0568	0.0630	0.0029	0.0805	0.1765	0.5810	0.0361	0.0152	0.2042
ENSG00000092201	SUPT16H	0.0245	0.4413	0.3174	0.1091	0.0045	0.0841	0.0787	0.1524	0.1617	0.2281	0.1170	0.4889	0.0896	0.2548	0.0309	0.0003	0.2282	0.2990	0.3222	0.1969
ENSG00000205268	PDE7A	0.0245	0.0156	0.1093	0.1640	0.3401	0.2138	0.0921	0.2669	0.2380	0.0807	0.6657	0.0781	0.2130	0.0111	0.1625	0.3751	0.0543	0.2431	0.0246	0.2904
ENSG00000048405	ZNF800	0.0245	0.0335	0.1590	0.0769	0.1414	0.1125	0.0897	0.2104	0.1473	0.0948	0.2182	0.0860	0.0836	0.0343	0.0661	0.1978	0.2061	0.1854	0.0083	0.4167
ENSG00000167700	MFSD3	0.0245	0.1029	0.1063	0.0177	0.0104	0.0021	0.0588	0.0879	0.0292	0.0055	0.0038	0.1393	0.0056	0.0445	0.0066	0.0028	0.0407	0.0431	0.0073	0.1004
ENSG00000142149	HUNK	0.0245	0.0446	0.0870	0.1656	0.0017	0.0916	0.1287	0.0339	0.3593	0.2815	0.0006	0.0096	0.0008	0.0010	0.0002	0.0000	0.2373	0.2299	0.0039	0.0633
ENSG00000165943	MOAP1	0.0245	0.5437	0.7218	0.1238	0.0947	0.0884	0.0137	0.0258	0.0401	0.0001	0.0137	0.5205	0.1748	0.1806	0.0638	0.1542	0.0323	0.0977	0.1419	0.3131
ENSG00000130703	OSBPL2	0.0245	0.1074	0.2710	0.1041	0.0026	0.0137	0.0400	0.3264	0.0893	0.1136	0.0131	0.1534	0.0448	0.0683	0.0043	0.0117	0.1005	0.0786	0.0114	0.1232
ENSG00000141469	SLC14A1	0.0244	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0126	0.0000	0.0000	0.0025	0.0000	0.0000	0.0000	0.0003	0.0018	0.0000	0.0079
ENSG00000006016	CRLF1	0.0244	0.0001	0.0000	0.0000	0.0000	0.0000	0.3610	0.0000	0.0000	0.0490	0.0000	0.0000	0.0000	0.0996	0.0018	0.0000	0.0763	0.0000	0.0000	0.1157
ENSG00000274443	C8orf89	0.0244	0.0426	0.0024	0.0000	0.0000	0.0019	0.0196	0.0010	0.0067	0.0910	0.0001	0.0005	0.0254	0.0125	0.0005	0.0000	0.0179	0.0252	0.0248	0.0345
ENSG00000065268	WDR18	0.0244	0.1548	0.0876	0.0009	0.0259	0.0186	0.0846	0.0691	0.0349	0.1409	0.0321	0.1317	0.0388	0.0786	0.0008	0.0113	0.0377	0.0668	0.0406	0.1330
ENSG00000142546	NOSIP	0.0244	0.1252	0.0488	0.0099	0.0106	0.0429	0.0160	0.0403	0.0386	0.2302	0.0223	0.3246	0.0320	0.0219	0.0016	0.0112	0.0652	0.0876	0.0428	0.0995
ENSG00000163053	SLC16A14	0.0244	0.1245	0.1347	0.0078	0.0001	0.0604	0.1722	0.1021	0.0576	0.1944	0.0128	0.0299	0.0709	0.1391	0.0869	0.0017	0.1134	0.2198	0.1229	0.3225
ENSG00000158941	CCAR2	0.0244	0.1265	0.2020	0.0107	0.0149	0.0119	0.0826	0.0269	0.0496	0.1686	0.0207	0.0662	0.0472	0.1707	0.0451	0.0058	0.1102	0.1236	0.0753	0.1259
ENSG00000087589	CASS4	0.0244	0.0133	0.0032	0.0036	0.0000	0.0007	0.0133	0.0129	0.0078	0.1037	0.0021	0.0038	0.0056	0.0062	0.0001	0.0001	0.0214	0.0169	0.0012	0.0002
ENSG00000148832	PAOX	0.0244	0.0376	0.0068	0.0000	0.0025	0.0055	0.0142	0.0000	0.0122	0.1039	0.0097	0.0235	0.0160	0.0369	0.0221	0.0056	0.0130	0.0322	0.0096	0.0317
ENSG00000215475	SIAH3	0.0244	0.0000	0.0000	0.0000	0.0000	0.0000	0.1883	0.0316	0.0000	0.1684	0.0002	0.0000	0.0455	0.0027	0.0176	0.0000	0.0022	0.0003	0.0812	0.0105
ENSG00000173039	RELA	0.0244	0.0449	0.0781	0.0157	0.0024	0.0195	0.0317	0.0463	0.0284	0.0869	0.0069	0.0054	0.0202	0.0539	0.0021	0.0103	0.0329	0.0984	0.0344	0.0385
ENSG00000158865	SLC5A11	0.0244	0.0103	0.0025	0.0016	0.0000	0.0000	0.0011	0.0368	0.0025	0.2663	0.0005	0.0159	0.0039	0.0448	0.0000	0.0000	0.0443	0.0322	0.0349	0.0000
ENSG00000112658	SRF	0.0244	0.0463	0.1766	0.0004	0.0000	0.0008	0.0194	0.0010	0.0065	0.1243	0.0016	0.0007	0.0172	0.0873	0.0180	0.0000	0.0373	0.1149	0.0695	0.0160
ENSG00000186834	HEXIM1	0.0243	0.1842	0.2742	0.0167	0.0011	0.0473	0.0155	0.0136	0.0145	0.0696	0.0016	0.0777	0.0606	0.0383	0.0113	0.0306	0.0849	0.1729	0.0496	0.1119
ENSG00000242612	DECR2	0.0243	0.0262	0.0320	0.0000	0.0001	0.0029	0.0249	0.0002	0.0044	0.0504	0.0008	0.0265	0.0039	0.0332	0.0026	0.0006	0.0129	0.0294	0.0177	0.0679
ENSG00000100926	TM9SF1	0.0243	0.1130	0.1315	0.0178	0.0015	0.0061	0.0213	0.0234	0.0491	0.0445	0.0082	0.0606	0.0185	0.0531	0.0107	0.0176	0.0161	0.0910	0.0415	0.1208
ENSG00000082515	MRPL22	0.0242	0.1703	0.1533	0.0241	0.0357	0.0858	0.0182	0.0743	0.0635	0.0217	0.0592	0.3929	0.0259	0.0701	0.0193	0.0210	0.0714	0.0120	0.0198	0.3008
ENSG00000011485	PPP5C	0.0242	0.1371	0.1273	0.0095	0.0154	0.0975	0.0365	0.0429	0.1401	0.2183	0.0411	0.2208	0.0629	0.0005	0.0011	0.1071	0.0862	0.0410	0.0001	0.1544
ENSG00000197594	ENPP1	0.0242	0.0401	0.0000	0.0373	0.0002	0.0053	0.0000	0.0000	0.1670	0.0600	0.0000	0.0001	0.0000	0.0069	0.0091	0.0000	0.0000	0.0382	0.0013	0.0301
ENSG00000178149	DALRD3	0.0242	0.0856	0.0182	0.0104	0.0749	0.0104	0.0705	0.0911	0.0173	0.0002	0.0316	0.1922	0.0016	0.0268	0.0037	0.0217	0.0514	0.0033	0.0241	0.3196
ENSG00000115137	DNAJC27	0.0242	0.1021	0.1257	0.0022	0.0271	0.0920	0.1497	0.1275	0.0681	0.0541	0.0536	0.1839	0.0192	0.0423	0.0490	0.0438	0.1426	0.1754	0.0224	0.2534
ENSG00000086062	B4GALT1	0.0242	0.0001	0.0000	0.0009	0.0000	0.0000	0.1085	0.0000	0.0000	0.0959	0.0021	0.0000	0.0299	0.0036	0.0018	0.0000	0.0719	0.0000	0.0041	0.0001
ENSG00000135144	DTX1	0.0242	0.1587	0.0500	0.0019	0.0004	0.0323	0.1233	0.0021	0.0598	0.3497	0.0244	0.0119	0.0799	0.0704	0.0202	0.0001	0.1028	0.0986	0.0253	0.0809
ENSG00000167193	CRK	0.0242	0.1674	0.1817	0.0995	0.0164	0.0405	0.0168	0.1011	0.1104	0.4682	0.0161	0.2200	0.0922	0.0101	0.0058	0.0557	0.0239	0.1948	0.0017	0.1654
ENSG00000115239	ASB3	0.0242	0.0573	0.0618	0.0000	0.0000	0.0035	0.0221	0.0004	0.0274	0.0006	0.0000	0.1492	0.0435	0.1152	0.0017	0.0000	0.0567	0.0286	0.0634	0.2309
ENSG00000170638	TRABD	0.0242	0.0441	0.0051	0.0081	0.0224	0.0088	0.1501	0.0520	0.0691	0.1300	0.0320	0.0024	0.0746	0.0227	0.0016	0.0424	0.0536	0.0338	0.0537	0.0356
ENSG00000116285	ERRFI1	0.0242	0.0137	0.2723	0.0117	0.0323	0.0291	0.0826	0.0303	0.0399	0.0091	0.0279	0.0766	0.0046	0.0427	0.0347	0.1222	0.0330	0.3231	0.0046	0.1658
ENSG00000129151	BBOX1	0.0242	0.0000	0.0000	0.0000	0.0000	0.0003	0.0001	0.0000	0.0165	0.0219	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0147	0.0000	0.0279
ENSG00000137040	RANBP6	0.0242	0.1634	0.4844	0.0063	0.0154	0.0021	0.0036	0.0172	0.0411	0.0006	0.0059	0.2197	0.0760	0.0357	0.0007	0.0920	0.0469	0.1494	0.0154	0.2761
ENSG00000166169	POLL	0.0241	0.0446	0.0437	0.0336	0.0166	0.0073	0.0827	0.0580	0.1004	0.2228	0.0364	0.0090	0.0057	0.0517	0.0049	0.0083	0.1195	0.0852	0.0092	0.1220
ENSG00000071967	CYBRD1	0.0241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0258	0.0264	0.0384	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	0.0000	0.0021	0.0000	0.0007
ENSG00000124721	DNAH8	0.0241	0.0000	0.0006	0.0042	0.0000	0.0000	0.0005	0.0114	0.0927	0.0983	0.0010	0.0069	0.0256	0.0126	0.0000	0.0005	0.0376	0.0279	0.0001	0.0000
ENSG00000164591	MYOZ3	0.0241	0.0005	0.0168	0.0000	0.0000	0.0000	0.0001	0.0000	0.0013	0.0006	0.0000	0.0130	0.0009	0.0000	0.0000	0.0000	0.0079	0.0499	0.0000	0.0000
ENSG00000181192	DHTKD1	0.0241	0.0178	0.0219	0.0560	0.0068	0.0138	0.0350	0.1631	0.1125	0.4155	0.0858	0.0938	0.0315	0.0201	0.0083	0.0127	0.0727	0.2294	0.0065	0.0048
ENSG00000167114	SLC27A4	0.0241	0.0402	0.1021	0.0106	0.0597	0.0135	0.1109	0.0843	0.1170	0.3317	0.1393	0.1077	0.0223	0.0141	0.0014	0.1981	0.0471	0.2739	0.0010	0.1009
ENSG00000171865	RNASEH1	0.0241	0.1704	0.1258	0.0016	0.0078	0.0482	0.1092	0.0818	0.0321	0.1037	0.0481	0.1053	0.0029	0.0555	0.0059	0.0311	0.0559	0.1331	0.0025	0.1968
ENSG00000215712	TMEM242	0.0241	0.4041	0.2306	0.0156	0.1267	0.0874	0.0687	0.1041	0.0267	0.0678	0.0341	0.3669	0.0184	0.0507	0.0075	0.1072	0.0477	0.1535	0.0371	0.2751
ENSG00000173809	TDRD12	0.0240	0.0041	0.0020	0.0027	0.0000	0.0019	0.0013	0.0153	0.0083	0.1540	0.0038	0.0187	0.0182	0.0185	0.0004	0.0000	0.0189	0.0335	0.0326	0.0002
ENSG00000137571	SLCO5A1	0.0240	0.0038	0.0031	0.0090	0.0240	0.0013	0.0023	0.0140	0.0983	0.2278	0.0174	0.0502	0.0088	0.1304	0.0339	0.0401	0.0049	0.0939	0.0708	0.0063
ENSG00000125656	CLPP	0.0240	0.1827	0.0743	0.0049	0.0065	0.0000	0.0258	0.0097	0.0143	0.1064	0.0057	0.1466	0.0165	0.0409	0.0046	0.0230	0.0112	0.0012	0.0021	0.0494
ENSG00000168564	CDKN2AIP	0.0240	0.0861	0.1322	0.0053	0.0082	0.0032	0.0191	0.0038	0.0090	0.0039	0.0033	0.0277	0.0388	0.0499	0.0111	0.0190	0.0018	0.0614	0.0506	0.0819
ENSG00000114480	GBE1	0.0240	0.0251	0.0135	0.0002	0.1801	0.0030	0.0033	0.1618	0.0111	0.2309	0.0123	0.1932	0.0001	0.1267	0.9713	0.2154	0.0000	0.2308	0.0003	0.2383
ENSG00000041353	RAB27B	0.0240	0.2596	0.0084	0.1017	0.1066	0.9770	0.1829	0.1822	0.3957	0.2674	0.0000	0.0003	0.2102	0.0001	0.2082	0.2381	0.3415	0.0532	0.0065	0.6034
ENSG00000117593	DARS2	0.0240	0.0479	0.0310	0.0102	0.0000	0.0060	0.0389	0.0639	0.0163	0.2772	0.0020	0.0223	0.0235	0.0972	0.0008	0.0000	0.0712	0.0964	0.0382	0.1115
ENSG00000013297	CLDN11	0.0239	0.0065	0.0042	0.0140	0.0000	0.0000	0.0001	0.0046	0.0007	0.1152	0.0002	0.0083	0.0054	0.0019	0.0000	0.0000	0.0115	0.0159	0.0157	0.0000
ENSG00000156521	TYSND1	0.0239	0.0154	0.0418	0.0121	0.0060	0.0197	0.0998	0.0234	0.0277	0.1632	0.0064	0.0069	0.0129	0.0023	0.0214	0.0103	0.0595	0.0501	0.0093	0.0198
ENSG00000156804	FBXO32	0.0239	0.0087	0.4897	0.0009	0.1800	0.3362	0.2106	0.0003	0.0018	0.1830	0.3339	0.1551	0.0000	0.2355	0.0244	0.1213	0.2689	0.3976	0.1430	0.0000
ENSG00000173442	EHBP1L1	0.0239	0.0395	0.0102	0.0000	0.0000	0.0001	0.0588	0.0000	0.0000	0.1088	0.0000	0.0053	0.0000	0.0551	0.0176	0.0000	0.1401	0.0005	0.0436	0.0589
ENSG00000081052	COL4A4	0.0239	0.0089	0.0038	0.0121	0.0018	0.0006	0.0135	0.0449	0.0100	0.1376	0.0037	0.0004	0.0003	0.0133	0.0003	0.0030	0.0140	0.0248	0.0194	0.0001
ENSG00000119421	NDUFA8	0.0239	0.2287	0.2629	0.0405	0.0580	0.0253	0.0032	0.0973	0.0827	0.0162	0.0425	0.8689	0.0448	0.0788	0.0511	0.0765	0.0098	0.0029	0.1090	0.3562
ENSG00000178952	TUFM	0.0239	0.4147	0.1777	0.0614	0.0726	0.0120	0.0828	0.1174	0.0365	0.0239	0.0330	0.4602	0.0862	0.1677	0.0144	0.0096	0.0086	0.0150	0.0707	0.2712
ENSG00000163719	MTMR14	0.0239	0.0392	0.0990	0.0566	0.0477	0.0292	0.0453	0.1067	0.0556	0.2624	0.0215	0.0490	0.0079	0.0682	0.0203	0.0297	0.0505	0.1228	0.0054	0.0346
ENSG00000138650	PCDH10	0.0239	0.5555	0.3109	0.0348	0.1747	0.3821	0.1166	0.2163	0.4542	0.1025	0.0046	0.0568	0.2422	0.2961	0.3648	0.0975	0.0175	0.1494	0.4316	0.1709
ENSG00000120370	GORAB	0.0238	0.0483	0.0597	0.0217	0.0501	0.0103	0.0084	0.0015	0.0573	0.0265	0.0009	0.0885	0.0512	0.0543	0.0384	0.0334	0.0026	0.0901	0.0010	0.2416
ENSG00000153933	DGKE	0.0238	0.1743	0.1321	0.0723	0.1086	0.3027	0.1313	0.4029	0.1496	0.1354	0.0588	0.1301	0.3081	0.0839	0.0334	0.3723	0.1995	0.2985	0.0828	0.4277
ENSG00000175229	GAL3ST3	0.0238	0.0470	0.0993	0.0000	0.0056	0.0000	0.0007	0.0000	0.0263	0.0112	0.0021	0.0060	0.0206	0.0258	0.0000	0.0243	0.0000	0.0479	0.0000	0.0000
ENSG00000171243	SOSTDC1	0.0238	0.3343	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0106	0.0000	0.0554	0.0000	0.0000	0.0000	0.0000	0.0000	0.0581
ENSG00000131381	RBSN	0.0237	0.1009	0.3254	0.0095	0.0088	0.0557	0.1105	0.0777	0.0935	0.1306	0.0365	0.0739	0.0805	0.0355	0.0794	0.0870	0.0683	0.1935	0.0483	0.1906
ENSG00000071282	LMCD1	0.0237	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0093	0.0001	0.0391	0.0000	0.0001	0.0433	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0433
ENSG00000197713	RPE	0.0237	0.0072	0.1609	0.0073	0.2140	0.0272	0.1286	0.2698	0.2164	0.0256	0.1610	0.0700	0.1871	0.0104	0.0174	0.4622	0.0817	0.2223	0.0130	0.3875
ENSG00000013392	RWDD2A	0.0237	0.1153	0.1186	0.0015	0.0157	0.0038	0.0202	0.0043	0.0804	0.0087	0.0249	0.1736	0.0516	0.0649	0.0364	0.0422	0.0079	0.0439	0.0175	0.3598
ENSG00000137857	DUOX1	0.0236	0.0057	0.0021	0.0188	0.0042	0.0124	0.0992	0.0098	0.0537	0.1683	0.0030	0.0003	0.0210	0.0030	0.0150	0.0000	0.0161	0.0311	0.0243	0.0223
ENSG00000086504	MRPL28	0.0236	0.2510	0.1757	0.0000	0.0000	0.0000	0.1073	0.0000	0.0000	0.0791	0.0001	0.2775	0.0001	0.0284	0.0097	0.0000	0.0050	0.0029	0.0000	0.1439
ENSG00000100604	CHGA	0.0236	0.4447	0.8686	0.5501	0.2683	0.2433	0.0000	0.0683	0.1326	0.0013	0.0001	0.2733	0.0589	0.0794	0.0169	0.0865	0.0025	0.4264	0.2741	0.0000
ENSG00000135966	TGFBRAP1	0.0236	0.0643	0.1527	0.0434	0.0117	0.0196	0.1000	0.0454	0.1390	0.1410	0.0044	0.0376	0.0266	0.0488	0.0277	0.0768	0.1644	0.2526	0.0328	0.1173
ENSG00000165861	ZFYVE1	0.0236	0.0187	0.1035	0.0136	0.0413	0.0500	0.0217	0.0690	0.0665	0.3077	0.0182	0.1031	0.0353	0.0199	0.0336	0.0658	0.0476	0.2212	0.0189	0.1328
ENSG00000156983	BRPF1	0.0236	0.0128	0.0873	0.0380	0.0000	0.0013	0.0136	0.0505	0.0026	0.0649	0.0000	0.0062	0.0000	0.0551	0.0279	0.0000	0.0002	0.0500	0.0070	0.0261
ENSG00000120837	NFYB	0.0236	0.1107	0.2482	0.0031	0.0069	0.0973	0.0391	0.0118	0.0811	0.0127	0.0137	0.0724	0.0525	0.1325	0.0840	0.0008	0.1026	0.1735	0.0847	0.2280
ENSG00000148730	EIF4EBP2	0.0235	0.0294	0.2776	0.0437	0.0086	0.0460	0.0337	0.0978	0.0595	0.0970	0.0530	0.0530	0.0161	0.0623	0.0448	0.0331	0.0411	0.2380	0.0296	0.0157
ENSG00000001036	FUCA2	0.0235	0.0919	0.0043	0.0338	0.0006	0.0269	0.0499	0.1722	0.0855	0.0373	0.0179	0.1286	0.0008	0.0832	0.0137	0.0001	0.0536	0.0893	0.0326	0.3460
ENSG00000176171	BNIP3	0.0235	0.3190	0.6266	0.2584	0.1302	0.0689	0.0002	0.0017	0.1599	0.0062	0.0033	0.5934	0.1380	0.0930	0.0964	0.1536	0.0006	0.0610	0.0650	0.3210
ENSG00000181873	IBA57	0.0235	0.0264	0.0163	0.0000	0.0007	0.0014	0.0351	0.0376	0.0099	0.1195	0.0046	0.0025	0.0341	0.0145	0.0006	0.0058	0.0557	0.0627	0.0000	0.0012
ENSG00000013364	MVP	0.0235	0.0001	0.0079	0.0006	0.0001	0.0001	0.0027	0.0475	0.0274	0.1717	0.0038	0.0020	0.0190	0.0601	0.0000	0.0003	0.0217	0.0839	0.0088	0.0000
